,成交时间,买卖方向,成交价格,成交数量,date,time
2671,2020-07-02 13:31:29,买入,111.576,3000,2020-07-02,13:31:29
2672,2020-07-02 13:31:30,买入,111.5767,3000,2020-07-02,13:31:30
2673,2020-07-02 13:31:30,买入,111.576,3000,2020-07-02,13:31:30
2674,2020-07-02 13:31:31,买入,111.5827,3000,2020-07-02,13:31:31
2675,2020-07-02 13:31:44,卖出,111.6,300,2020-07-02,13:31:44
2676,2020-07-02 13:31:54,买入,111.577,500,2020-07-02,13:31:54
2677,2020-07-02 13:33:50,卖出,111.6,100,2020-07-02,13:33:50
2678,2020-07-02 13:34:48,卖出,111.599,100,2020-07-02,13:34:48
2679,2020-07-02 13:35:10,卖出,111.606,100,2020-07-02,13:35:10
2680,2020-07-02 13:35:18,买入,111.581,100,2020-07-02,13:35:18
2681,2020-07-02 13:36:48,买入,111.587,1000,2020-07-02,13:36:48
2682,2020-07-02 13:36:57,卖出,111.6,100,2020-07-02,13:36:57
2683,2020-07-02 13:41:20,卖出,111.5771,3000,2020-07-02,13:41:20
2684,2020-07-02 13:41:21,卖出,111.577,2100,2020-07-02,13:41:21
2685,2020-07-02 13:41:23,买入,111.5922,3000,2020-07-02,13:41:23
2686,2020-07-02 13:41:24,买入,111.6055,3000,2020-07-02,13:41:24
2687,2020-07-02 13:41:26,买入,111.6,3000,2020-07-02,13:41:26
2688,2020-07-02 13:41:36,卖出,111.6073,3000,2020-07-02,13:41:36
2689,2020-07-02 13:41:37,卖出,111.5887,3000,2020-07-02,13:41:37
2690,2020-07-02 13:41:38,卖出,111.5795,3000,2020-07-02,13:41:38
2691,2020-07-02 13:41:42,买入,111.6087,3000,2020-07-02,13:41:42
2692,2020-07-02 13:42:01,买入,111.5824,2500,2020-07-02,13:42:01
2693,2020-07-02 13:42:03,卖出,111.576,1000,2020-07-02,13:42:03
2694,2020-07-02 13:42:04,卖出,111.581,1300,2020-07-02,13:42:04
2695,2020-07-02 13:42:18,买入,111.584,3000,2020-07-02,13:42:18
2696,2020-07-02 13:42:18,买入,111.583,500,2020-07-02,13:42:18
2697,2020-07-02 13:42:19,卖出,111.5773,3000,2020-07-02,13:42:19
2698,2020-07-02 13:42:21,卖出,111.575,3000,2020-07-02,13:42:21
2699,2020-07-02 13:42:22,卖出,111.5746,2500,2020-07-02,13:42:22
2700,2020-07-02 13:42:26,买入,111.5753,3000,2020-07-02,13:42:26
2701,2020-07-02 13:42:27,买入,111.576,3000,2020-07-02,13:42:27
2702,2020-07-02 13:42:27,买入,111.578,3000,2020-07-02,13:42:27
2703,2020-07-02 13:42:34,卖出,111.5863,3000,2020-07-02,13:42:34
2704,2020-07-02 13:42:35,卖出,111.575,3000,2020-07-02,13:42:35
2705,2020-07-02 13:42:38,买入,111.576,3000,2020-07-02,13:42:38
2706,2020-07-02 13:42:40,买入,111.5808,2500,2020-07-02,13:42:40
2707,2020-07-02 13:42:45,卖出,111.5888,3000,2020-07-02,13:42:45
2708,2020-07-02 13:42:46,卖出,111.576,3000,2020-07-02,13:42:46
2709,2020-07-02 13:42:58,买入,111.588,100,2020-07-02,13:42:58
2710,2020-07-02 13:43:04,买入,111.592,2000,2020-07-02,13:43:04
2711,2020-07-02 13:44:24,买入,111.586,3000,2020-07-02,13:44:24
2712,2020-07-02 13:44:24,买入,111.5964,3000,2020-07-02,13:44:24
2713,2020-07-02 13:44:25,买入,111.6398,3000,2020-07-02,13:44:25
2714,2020-07-02 13:44:26,买入,111.6507,3000,2020-07-02,13:44:26
2715,2020-07-02 13:44:26,买入,111.7283,3000,2020-07-02,13:44:26
2716,2020-07-02 13:44:27,买入,111.8267,3000,2020-07-02,13:44:27
2717,2020-07-02 13:44:30,买入,111.717,1000,2020-07-02,13:44:30
2718,2020-07-02 13:53:13,买入,111.693,100,2020-07-02,13:53:13
2719,2020-07-02 14:14:55,买入,111.727,100,2020-07-02,14:14:55
2720,2020-07-02 14:15:35,买入,111.732,1000,2020-07-02,14:15:35
2721,2020-07-02 14:15:36,买入,111.733,3000,2020-07-02,14:15:36
2722,2020-07-03 09:47:08,卖出,111.6352,3000,2020-07-03,09:47:08
2723,2020-07-03 09:47:09,卖出,111.6125,3000,2020-07-03,09:47:09
2724,2020-07-03 09:47:09,卖出,111.517,3000,2020-07-03,09:47:09
2725,2020-07-03 09:47:09,卖出,111.595,3000,2020-07-03,09:47:09
2726,2020-07-03 09:47:10,卖出,111.4886,3000,2020-07-03,09:47:10
2727,2020-07-03 09:47:11,卖出,111.6127,3000,2020-07-03,09:47:11
2728,2020-07-03 09:47:11,卖出,111.4961,3000,2020-07-03,09:47:11
2729,2020-07-03 09:47:13,卖出,111.5052,3000,2020-07-03,09:47:13
2730,2020-07-03 09:47:14,卖出,111.4176,3000,2020-07-03,09:47:14
2731,2020-07-03 09:47:14,卖出,111.3905,2700,2020-07-03,09:47:14
2732,2020-07-03 09:47:18,买入,111.378,3000,2020-07-03,09:47:18
2733,2020-07-03 09:47:19,买入,111.4213,3000,2020-07-03,09:47:19
2734,2020-07-03 09:47:27,卖出,111.401,2000,2020-07-03,09:47:27
2735,2020-07-03 09:48:04,卖出,111.429,3000,2020-07-03,09:48:04
2736,2020-07-03 09:54:38,买入,111.46,3000,2020-07-03,09:54:38
2737,2020-07-03 09:54:39,买入,111.46,500,2020-07-03,09:54:39
2738,2020-07-03 09:56:57,卖出,111.442,700,2020-07-03,09:56:57
2739,2020-07-03 09:58:30,卖出,111.4283,3000,2020-07-03,09:58:30
2740,2020-07-03 09:58:31,卖出,111.428,1100,2020-07-03,09:58:31
2741,2020-07-03 09:59:37,买入,111.432,3000,2020-07-03,09:59:37
2742,2020-07-03 09:59:40,卖出,111.4302,1100,2020-07-03,09:59:40
2743,2020-07-03 10:00:03,卖出,111.4245,1500,2020-07-03,10:00:03
2744,2020-07-03 10:02:07,卖出,111.4482,1100,2020-07-03,10:02:07
2745,2020-07-03 10:02:54,卖出,111.452,100,2020-07-03,10:02:54
2746,2020-07-03 10:03:48,卖出,111.452,100,2020-07-03,10:03:48
2747,2020-07-03 10:04:04,卖出,111.463,100,2020-07-03,10:04:04
2748,2020-07-03 10:04:22,卖出,111.466,100,2020-07-03,10:04:22
2749,2020-07-03 10:05:02,卖出,111.4592,1100,2020-07-03,10:05:02
2750,2020-07-03 10:05:40,买入,111.447,200,2020-07-03,10:05:40
2751,2020-07-03 10:06:43,卖出,111.473,3000,2020-07-03,10:06:43
2752,2020-07-03 10:06:44,卖出,111.473,3000,2020-07-03,10:06:44
2753,2020-07-03 10:06:44,卖出,111.473,3000,2020-07-03,10:06:44
2754,2020-07-03 10:06:45,买入,111.477,3000,2020-07-03,10:06:45
2755,2020-07-03 10:06:46,买入,111.4853,3000,2020-07-03,10:06:46
2756,2020-07-03 10:06:47,买入,111.503,1500,2020-07-03,10:06:47
2757,2020-07-03 10:06:53,卖出,111.493,3000,2020-07-03,10:06:53
2758,2020-07-03 10:06:54,卖出,111.477,3000,2020-07-03,10:06:54
2759,2020-07-03 10:07:05,买入,111.48,2000,2020-07-03,10:07:05
2760,2020-07-03 10:08:26,买入,111.481,100,2020-07-03,10:08:26
2761,2020-07-03 10:09:29,卖出,111.492,1000,2020-07-03,10:09:29
2762,2020-07-03 10:10:04,卖出,111.5,100,2020-07-03,10:10:04
2763,2020-07-03 10:18:00,买入,111.494,100,2020-07-03,10:18:00
2764,2020-07-03 10:19:26,买入,111.484,3000,2020-07-03,10:19:26
2765,2020-07-03 10:19:27,买入,111.475,2500,2020-07-03,10:19:27
2766,2020-07-03 10:19:34,卖出,111.477,100,2020-07-03,10:19:34
2767,2020-07-03 10:22:33,卖出,111.492,100,2020-07-03,10:22:33
2768,2020-07-03 10:30:56,卖出,111.496,1000,2020-07-03,10:30:56
2769,2020-07-03 10:33:53,卖出,111.496,700,2020-07-03,10:33:53
2770,2020-07-03 10:38:12,卖出,111.487,100,2020-07-03,10:38:12
2771,2020-07-03 10:42:48,买入,111.473,100,2020-07-03,10:42:48
2772,2020-07-03 10:43:43,买入,111.482,100,2020-07-03,10:43:43
2773,2020-07-03 10:47:54,买入,111.472,500,2020-07-03,10:47:54
2774,2020-07-03 10:58:14,买入,111.4714,3000,2020-07-03,10:58:14
2775,2020-07-03 10:58:15,买入,111.473,600,2020-07-03,10:58:15
2776,2020-07-03 10:58:17,卖出,111.473,100,2020-07-03,10:58:17
2777,2020-07-03 10:58:21,卖出,111.472,100,2020-07-03,10:58:21
2778,2020-07-03 10:59:31,卖出,111.472,100,2020-07-03,10:59:31
2779,2020-07-03 11:00:26,卖出,111.468,100,2020-07-03,11:00:26
2780,2020-07-03 11:00:41,卖出,111.464,300,2020-07-03,11:00:41
2781,2020-07-03 11:07:29,买入,111.4928,3000,2020-07-03,11:07:29
2782,2020-07-03 11:07:29,买入,111.493,3000,2020-07-03,11:07:29
2783,2020-07-03 11:13:17,卖出,111.5111,3000,2020-07-03,11:13:17
2784,2020-07-03 11:13:20,卖出,111.494,1000,2020-07-03,11:13:20
2785,2020-07-03 11:15:09,卖出,111.54,100,2020-07-03,11:15:09
2786,2020-07-03 11:16:04,卖出,111.531,100,2020-07-03,11:16:04
2787,2020-07-03 11:22:45,卖出,111.54,100,2020-07-03,11:22:45
2788,2020-07-03 11:25:29,卖出,111.546,100,2020-07-03,11:25:29
2789,2020-07-03 11:25:32,卖出,111.547,100,2020-07-03,11:25:32
2790,2020-07-03 13:02:43,卖出,111.5004,3000,2020-07-03,13:02:43
2791,2020-07-03 13:04:14,卖出,111.495,100,2020-07-03,13:04:14
2792,2020-07-03 13:05:19,买入,111.47,100,2020-07-03,13:05:19
2793,2020-07-03 13:05:57,买入,111.48,3000,2020-07-03,13:05:57
2794,2020-07-03 13:08:14,卖出,111.512,100,2020-07-03,13:08:14
2795,2020-07-03 13:14:04,卖出,111.544,100,2020-07-03,13:14:04
2796,2020-07-03 13:14:12,卖出,111.548,100,2020-07-03,13:14:12
2797,2020-07-03 13:14:13,买入,111.518,100,2020-07-03,13:14:13
2798,2020-07-03 13:14:48,卖出,111.548,100,2020-07-03,13:14:48
2799,2020-07-03 13:15:12,买入,111.528,100,2020-07-03,13:15:12
2800,2020-07-03 13:17:18,卖出,111.544,100,2020-07-03,13:17:18
2801,2020-07-03 13:25:54,卖出,111.519,100,2020-07-03,13:25:54
2802,2020-07-03 13:26:31,买入,111.498,100,2020-07-03,13:26:31
2803,2020-07-03 13:29:44,卖出,111.504,700,2020-07-03,13:29:44
2804,2020-07-03 13:29:44,卖出,111.504,3000,2020-07-03,13:29:44
2805,2020-07-03 13:29:52,买入,111.499,1100,2020-07-03,13:29:52
2806,2020-07-03 13:31:22,买入,111.5069,3000,2020-07-03,13:31:22
2807,2020-07-03 13:31:22,买入,111.5076,1800,2020-07-03,13:31:22
2808,2020-07-03 13:32:12,卖出,111.496,3000,2020-07-03,13:32:12
2809,2020-07-03 13:32:12,卖出,111.496,3000,2020-07-03,13:32:12
2810,2020-07-03 13:32:13,卖出,111.4941,1100,2020-07-03,13:32:13
2811,2020-07-03 13:32:27,买入,111.518,200,2020-07-03,13:32:27
2812,2020-07-03 13:32:36,买入,111.512,100,2020-07-03,13:32:36
2813,2020-07-03 13:33:37,买入,111.507,3000,2020-07-03,13:33:37
2814,2020-07-03 13:33:38,买入,111.507,3000,2020-07-03,13:33:38
2815,2020-07-03 13:34:41,卖出,111.4921,3000,2020-07-03,13:34:41
2816,2020-07-03 13:34:41,卖出,111.492,3000,2020-07-03,13:34:41
2817,2020-07-03 13:34:41,卖出,111.4983,3000,2020-07-03,13:34:41
2818,2020-07-03 13:34:42,卖出,111.4893,3000,2020-07-03,13:34:42
2819,2020-07-03 13:34:44,买入,111.5357,3000,2020-07-03,13:34:44
2820,2020-07-03 13:34:44,买入,111.5151,3000,2020-07-03,13:34:44
2821,2020-07-03 13:34:46,买入,111.5193,3000,2020-07-03,13:34:46
2822,2020-07-03 13:34:46,买入,111.5488,2400,2020-07-03,13:34:46
2823,2020-07-03 13:34:50,卖出,111.5167,3000,2020-07-03,13:34:50
2824,2020-07-03 13:34:51,卖出,111.49,3000,2020-07-03,13:34:51
2825,2020-07-03 13:34:51,卖出,111.5177,3000,2020-07-03,13:34:51
2826,2020-07-03 13:34:55,买入,111.4973,3000,2020-07-03,13:34:55
2827,2020-07-03 13:34:56,买入,111.5153,3000,2020-07-03,13:34:56
2828,2020-07-03 13:35:53,买入,111.493,100,2020-07-03,13:35:53
2829,2020-07-03 13:35:57,买入,111.497,800,2020-07-03,13:35:57
2830,2020-07-03 13:41:54,卖出,111.495,1000,2020-07-03,13:41:54
2831,2020-07-03 13:45:12,卖出,111.4928,2800,2020-07-03,13:45:12
2832,2020-07-03 13:52:06,买入,111.494,3000,2020-07-03,13:52:06
2833,2020-07-03 13:52:07,买入,111.494,3000,2020-07-03,13:52:07
2834,2020-07-03 14:03:57,卖出,111.5193,3000,2020-07-03,14:03:57
2835,2020-07-03 14:03:58,卖出,111.5083,3000,2020-07-03,14:03:58
2836,2020-07-03 14:03:58,卖出,111.506,3000,2020-07-03,14:03:58
2837,2020-07-03 14:04:01,买入,111.527,1000,2020-07-03,14:04:01
2838,2020-07-03 14:05:34,买入,111.52,3000,2020-07-03,14:05:34
2839,2020-07-03 14:05:34,买入,111.52,800,2020-07-03,14:05:34
2840,2020-07-03 14:05:57,卖出,111.519,2800,2020-07-03,14:05:57
2841,2020-07-03 14:11:00,卖出,111.508,3000,2020-07-03,14:11:00
2842,2020-07-03 14:11:01,卖出,111.508,3000,2020-07-03,14:11:01
2843,2020-07-03 14:11:26,买入,111.527,1500,2020-07-03,14:11:26
2844,2020-07-03 14:11:51,买入,111.515,3000,2020-07-03,14:11:51
2845,2020-07-03 14:11:52,买入,111.515,3000,2020-07-03,14:11:52
2846,2020-07-03 14:12:11,卖出,111.5056,1400,2020-07-03,14:12:11
2847,2020-07-03 14:12:17,卖出,111.508,3000,2020-07-03,14:12:17
2848,2020-07-03 14:12:18,卖出,111.508,2000,2020-07-03,14:12:18
2849,2020-07-03 14:13:07,买入,111.514,3000,2020-07-03,14:13:07
2850,2020-07-03 14:13:08,买入,111.514,3000,2020-07-03,14:13:08
2851,2020-07-03 14:13:15,卖出,111.51,1100,2020-07-03,14:13:15
2852,2020-07-03 14:13:54,卖出,111.513,3000,2020-07-03,14:13:54
2853,2020-07-03 14:14:57,卖出,111.545,100,2020-07-03,14:14:57
2854,2020-07-03 14:15:34,卖出,111.532,100,2020-07-03,14:15:34
2855,2020-07-03 14:30:51,卖出,111.493,100,2020-07-03,14:30:51
2856,2020-07-03 14:33:47,卖出,111.47,3000,2020-07-03,14:33:47
2857,2020-07-03 14:33:48,卖出,111.4699,3000,2020-07-03,14:33:48
2858,2020-07-03 14:33:49,买入,111.478,300,2020-07-03,14:33:49
2859,2020-07-03 14:33:59,买入,111.481,3000,2020-07-03,14:33:59
2860,2020-07-03 14:37:23,买入,111.467,1000,2020-07-03,14:37:23
2861,2020-07-03 14:40:28,卖出,111.467,3000,2020-07-03,14:40:28
2862,2020-07-03 14:40:50,买入,111.467,3000,2020-07-03,14:40:50
2863,2020-07-03 14:40:50,买入,111.467,3000,2020-07-03,14:40:50
2864,2020-07-03 14:40:51,买入,111.468,3000,2020-07-03,14:40:51
2865,2020-07-03 14:40:51,买入,111.4685,2000,2020-07-03,14:40:51
2866,2020-07-03 14:50:34,卖出,111.4536,3000,2020-07-03,14:50:34
2867,2020-07-03 14:51:40,买入,111.4565,1300,2020-07-03,14:51:40
2868,2020-07-03 14:51:40,买入,111.455,3000,2020-07-03,14:51:40
2869,2020-07-03 14:51:41,卖出,111.453,200,2020-07-03,14:51:41
2870,2020-07-03 14:51:50,卖出,111.4492,3000,2020-07-03,14:51:50
2871,2020-07-03 14:51:50,卖出,111.448,3000,2020-07-03,14:51:50
2872,2020-07-03 14:51:52,买入,111.455,1000,2020-07-03,14:51:52
2873,2020-07-03 14:51:57,买入,111.465,1000,2020-07-03,14:51:57
2874,2020-07-03 14:52:11,买入,111.468,3000,2020-07-03,14:52:11
2875,2020-07-03 14:52:11,买入,111.4688,2400,2020-07-03,14:52:11
2876,2020-07-03 14:52:13,卖出,111.467,3000,2020-07-03,14:52:13
2877,2020-07-03 14:52:14,卖出,111.463,3000,2020-07-03,14:52:14
2878,2020-07-03 14:52:18,买入,111.468,3000,2020-07-03,14:52:18
2879,2020-07-03 14:52:21,买入,111.474,3000,2020-07-03,14:52:21
2880,2020-07-06 09:55:22,卖出,110.988,2000,2020-07-06,09:55:22
2881,2020-07-06 09:58:04,卖出,110.976,200,2020-07-06,09:58:04
2882,2020-07-06 09:58:55,卖出,110.972,200,2020-07-06,09:58:55
2883,2020-07-06 09:59:12,卖出,110.972,3000,2020-07-06,09:59:12
2884,2020-07-06 09:59:13,卖出,110.972,2000,2020-07-06,09:59:13
2885,2020-07-06 09:59:17,买入,110.977,1000,2020-07-06,09:59:17
2886,2020-07-06 10:00:16,卖出,110.971,1200,2020-07-06,10:00:16
2887,2020-07-06 10:00:52,买入,110.968,3000,2020-07-06,10:00:52
2888,2020-07-06 10:01:48,买入,110.96,500,2020-07-06,10:01:48
2889,2020-07-06 10:02:38,买入,110.9677,3000,2020-07-06,10:02:38
2890,2020-07-06 10:03:39,卖出,110.968,3000,2020-07-06,10:03:39
2891,2020-07-06 10:05:23,卖出,110.9592,1700,2020-07-06,10:05:23
2892,2020-07-06 10:07:16,卖出,110.96,100,2020-07-06,10:07:16
2893,2020-07-06 10:07:29,卖出,110.955,100,2020-07-06,10:07:29
2894,2020-07-06 10:08:30,卖出,110.955,2000,2020-07-06,10:08:30
2895,2020-07-06 10:14:31,买入,110.966,2000,2020-07-06,10:14:31
2896,2020-07-06 10:15:01,卖出,110.9732,1100,2020-07-06,10:15:01
2897,2020-07-06 10:17:10,卖出,110.953,2800,2020-07-06,10:17:10
2898,2020-07-06 10:17:29,买入,110.936,3000,2020-07-06,10:17:29
2899,2020-07-06 10:20:02,卖出,110.92,800,2020-07-06,10:20:02
2900,2020-07-06 10:20:03,卖出,110.9122,2900,2020-07-06,10:20:03
2901,2020-07-06 10:20:10,买入,110.909,1000,2020-07-06,10:20:10
2902,2020-07-06 10:20:56,买入,110.91,3000,2020-07-06,10:20:56
2903,2020-07-06 10:20:58,买入,110.91,200,2020-07-06,10:20:58
2904,2020-07-06 10:26:18,买入,110.896,2100,2020-07-06,10:26:18
2905,2020-07-06 10:28:13,买入,110.909,3000,2020-07-06,10:28:13
2906,2020-07-06 10:28:14,买入,110.909,3000,2020-07-06,10:28:14
2907,2020-07-06 10:30:42,卖出,110.9135,3000,2020-07-06,10:30:42
2908,2020-07-06 10:30:42,卖出,110.912,200,2020-07-06,10:30:42
2909,2020-07-06 10:32:20,卖出,110.9259,1000,2020-07-06,10:32:20
2910,2020-07-06 10:32:28,卖出,110.929,100,2020-07-06,10:32:28
2911,2020-07-06 10:32:33,卖出,110.923,1000,2020-07-06,10:32:33
2912,2020-07-06 10:35:05,卖出,110.886,100,2020-07-06,10:35:05
2913,2020-07-06 10:35:14,卖出,110.891,300,2020-07-06,10:35:14
2914,2020-07-06 10:35:18,卖出,110.888,100,2020-07-06,10:35:18
2915,2020-07-06 10:36:01,卖出,110.873,2100,2020-07-06,10:36:01
2916,2020-07-06 10:39:27,买入,110.881,100,2020-07-06,10:39:27
2917,2020-07-06 10:44:25,卖出,110.905,2000,2020-07-06,10:44:25
2918,2020-07-06 10:45:06,买入,110.8948,2500,2020-07-06,10:45:06
2919,2020-07-06 10:56:04,卖出,110.883,100,2020-07-06,10:56:04
2920,2020-07-06 10:56:45,卖出,110.883,300,2020-07-06,10:56:45
2921,2020-07-06 10:57:24,卖出,110.879,200,2020-07-06,10:57:24
2922,2020-07-06 10:57:35,卖出,110.8764,2700,2020-07-06,10:57:35
2923,2020-07-06 10:59:15,买入,110.869,1000,2020-07-06,10:59:15
2924,2020-07-06 11:00:14,买入,110.8777,3000,2020-07-06,11:00:14
2925,2020-07-06 11:00:15,买入,110.8774,1600,2020-07-06,11:00:15
2926,2020-07-06 11:01:02,卖出,110.875,100,2020-07-06,11:01:02
2927,2020-07-06 11:01:03,卖出,110.8709,1900,2020-07-06,11:01:03
2928,2020-07-06 11:03:00,买入,110.873,1400,2020-07-06,11:03:00
2929,2020-07-06 11:04:48,卖出,110.867,1400,2020-07-06,11:04:48
2930,2020-07-06 11:05:17,卖出,110.867,1100,2020-07-06,11:05:17
2931,2020-07-06 11:05:52,卖出,110.866,500,2020-07-06,11:05:52
2932,2020-07-06 11:06:36,买入,110.856,1700,2020-07-06,11:06:36
2933,2020-07-06 11:07:49,买入,110.851,3000,2020-07-06,11:07:49
2934,2020-07-06 11:08:27,卖出,110.841,100,2020-07-06,11:08:27
2935,2020-07-06 11:08:36,卖出,110.841,100,2020-07-06,11:08:36
2936,2020-07-06 11:09:16,买入,110.813,3000,2020-07-06,11:09:16
2937,2020-07-06 11:09:16,买入,110.806,3000,2020-07-06,11:09:16
2938,2020-07-06 11:09:19,卖出,110.8003,3000,2020-07-06,11:09:19
2939,2020-07-06 11:09:20,卖出,110.7968,2700,2020-07-06,11:09:20
2940,2020-07-06 11:09:25,买入,110.801,1800,2020-07-06,11:09:25
2941,2020-07-06 11:10:01,买入,110.789,3000,2020-07-06,11:10:01
2942,2020-07-06 11:10:02,买入,110.78,800,2020-07-06,11:10:02
2943,2020-07-06 11:10:03,卖出,110.778,100,2020-07-06,11:10:03
2944,2020-07-06 11:10:28,卖出,110.779,100,2020-07-06,11:10:28
2945,2020-07-06 11:10:38,买入,110.75,400,2020-07-06,11:10:38
2946,2020-07-06 11:10:58,买入,110.754,600,2020-07-06,11:10:58
2947,2020-07-06 11:11:33,买入,110.744,300,2020-07-06,11:11:33
2948,2020-07-06 11:14:18,卖出,110.767,100,2020-07-06,11:14:18
2949,2020-07-06 11:15:59,卖出,110.7498,3000,2020-07-06,11:15:59
2950,2020-07-06 11:15:59,卖出,110.7494,900,2020-07-06,11:15:59
2951,2020-07-06 11:16:08,买入,110.765,800,2020-07-06,11:16:08
2952,2020-07-06 11:19:19,买入,110.745,400,2020-07-06,11:19:19
2953,2020-07-06 11:21:49,买入,110.7625,200,2020-07-06,11:21:49
2954,2020-07-06 11:29:56,卖出,110.765,2900,2020-07-06,11:29:56
2955,2020-07-06 11:29:59,买入,110.765,300,2020-07-06,11:29:59
2956,2020-07-06 13:00:23,买入,110.765,800,2020-07-06,13:00:23
2957,2020-07-06 13:00:24,买入,110.775,1000,2020-07-06,13:00:24
2958,2020-07-06 13:00:30,买入,110.779,1600,2020-07-06,13:00:30
2959,2020-07-06 13:01:12,卖出,110.768,400,2020-07-06,13:01:12
2960,2020-07-06 13:01:14,卖出,110.766,1100,2020-07-06,13:01:14
2961,2020-07-06 13:02:34,卖出,110.77,200,2020-07-06,13:02:34
2962,2020-07-06 13:03:29,卖出,110.76,100,2020-07-06,13:03:29
2963,2020-07-06 13:03:30,卖出,110.7541,3000,2020-07-06,13:03:30
2964,2020-07-06 13:06:40,卖出,110.7559,1800,2020-07-06,13:06:40
2965,2020-07-06 13:07:26,买入,110.753,300,2020-07-06,13:07:26
2966,2020-07-06 13:07:39,买入,110.752,500,2020-07-06,13:07:39
2967,2020-07-06 13:08:55,买入,110.75,3000,2020-07-06,13:08:55
2968,2020-07-06 13:08:55,买入,110.749,1900,2020-07-06,13:08:55
2969,2020-07-06 13:08:56,卖出,110.7429,3000,2020-07-06,13:08:56
2970,2020-07-06 13:08:57,卖出,110.731,200,2020-07-06,13:08:57
2971,2020-07-06 13:09:19,买入,110.7524,2800,2020-07-06,13:09:19
2972,2020-07-06 13:10:44,卖出,110.734,200,2020-07-06,13:10:44
2973,2020-07-06 13:10:58,卖出,110.73,100,2020-07-06,13:10:58
2974,2020-07-06 13:11:07,卖出,110.725,200,2020-07-06,13:11:07
2975,2020-07-06 13:11:11,卖出,110.726,200,2020-07-06,13:11:11
2976,2020-07-06 13:11:12,卖出,110.721,200,2020-07-06,13:11:12
2977,2020-07-06 13:11:22,卖出,110.718,200,2020-07-06,13:11:22
2978,2020-07-06 13:12:12,卖出,110.7108,1100,2020-07-06,13:12:12
2979,2020-07-06 13:12:30,卖出,110.704,300,2020-07-06,13:12:30
2980,2020-07-06 13:12:57,卖出,110.71,100,2020-07-06,13:12:57
2981,2020-07-06 13:13:00,卖出,110.706,1000,2020-07-06,13:13:00
2982,2020-07-06 13:18:07,买入,110.716,700,2020-07-06,13:18:07
2983,2020-07-06 13:18:08,买入,110.7181,800,2020-07-06,13:18:08
2984,2020-07-06 13:19:43,买入,110.73,500,2020-07-06,13:19:43
2985,2020-07-06 13:24:53,卖出,110.731,1600,2020-07-06,13:24:53
2986,2020-07-06 13:26:32,买入,110.74,100,2020-07-06,13:26:32
2987,2020-07-06 13:28:01,买入,110.7733,3000,2020-07-06,13:28:01
2988,2020-07-06 13:30:24,卖出,110.808,100,2020-07-06,13:30:24
2989,2020-07-06 13:30:32,卖出,110.8,100,2020-07-06,13:30:32
2990,2020-07-06 13:30:55,卖出,110.8,200,2020-07-06,13:30:55
2991,2020-07-06 13:35:48,卖出,110.7415,200,2020-07-06,13:35:48
2992,2020-07-06 13:35:58,卖出,110.7439,1100,2020-07-06,13:35:58
2993,2020-07-06 13:39:31,卖出,110.7431,1700,2020-07-06,13:39:31
2994,2020-07-06 13:43:50,卖出,110.755,100,2020-07-06,13:43:50
2995,2020-07-06 13:44:01,卖出,110.755,100,2020-07-06,13:44:01
2996,2020-07-06 13:44:08,卖出,110.745,100,2020-07-06,13:44:08
2997,2020-07-06 13:44:59,卖出,110.733,3000,2020-07-06,13:44:59
2998,2020-07-06 13:45:15,买入,110.733,100,2020-07-06,13:45:15
2999,2020-07-06 13:46:55,买入,110.747,100,2020-07-06,13:46:55
3000,2020-07-06 13:48:42,卖出,110.777,100,2020-07-06,13:48:42
3001,2020-07-06 13:50:13,卖出,110.751,100,2020-07-06,13:50:13
3002,2020-07-06 13:51:04,卖出,110.751,100,2020-07-06,13:51:04
3003,2020-07-06 13:51:07,卖出,110.742,100,2020-07-06,13:51:07
3004,2020-07-06 13:51:12,卖出,110.742,500,2020-07-06,13:51:12
3005,2020-07-06 13:51:26,卖出,110.7353,3000,2020-07-06,13:51:26
3006,2020-07-06 13:51:26,卖出,110.7352,3000,2020-07-06,13:51:26
3007,2020-07-06 13:51:28,买入,110.741,1000,2020-07-06,13:51:28
3008,2020-07-06 13:51:40,买入,110.749,100,2020-07-06,13:51:40
3009,2020-07-06 13:51:46,买入,110.753,100,2020-07-06,13:51:46
3010,2020-07-06 13:51:52,买入,110.753,100,2020-07-06,13:51:52
3011,2020-07-06 13:52:19,买入,110.762,100,2020-07-06,13:52:19
3012,2020-07-06 13:52:28,买入,110.767,100,2020-07-06,13:52:28
3013,2020-07-06 13:52:40,买入,110.762,100,2020-07-06,13:52:40
3014,2020-07-06 13:52:43,买入,110.761,100,2020-07-06,13:52:43
3015,2020-07-06 13:52:50,买入,110.761,100,2020-07-06,13:52:50
3016,2020-07-06 13:53:58,买入,110.7614,1600,2020-07-06,13:53:58
3017,2020-07-06 13:53:58,买入,110.76,3000,2020-07-06,13:53:58
3018,2020-07-06 13:57:52,卖出,110.768,600,2020-07-06,13:57:52
3019,2020-07-06 13:59:02,卖出,110.755,3000,2020-07-06,13:59:02
3020,2020-07-06 13:59:02,卖出,110.755,800,2020-07-06,13:59:02
3021,2020-07-06 14:16:13,卖出,110.74,200,2020-07-06,14:16:13
3022,2020-07-06 14:18:53,卖出,110.7325,2700,2020-07-06,14:18:53
3023,2020-07-06 14:21:36,卖出,110.736,100,2020-07-06,14:21:36
3024,2020-07-06 14:21:40,卖出,110.736,100,2020-07-06,14:21:40
